Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
41049,US-2013-158680,02-07-2013,03-07-2013,First Class,NZ-18565,Nick Zandusky,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.496,1,0.2,0.9048,0.54,Critical
41050,CA-2014-113705,28-03-2014,30-03-2014,Second Class,LC-16870,Lena Cacioppo,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",8.26,2,0.0,3.7996,1.52,High
41051,CA-2014-113705,28-03-2014,30-03-2014,Second Class,LC-16870,Lena Cacioppo,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,17.76,2,0.0,8.88,2.32,High
41052,CA-2014-113705,28-03-2014,30-03-2014,Second Class,LC-16870,Lena Cacioppo,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,0.0,9.9882,34.27,High
41053,CA-2014-113705,28-03-2014,30-03-2014,Second Class,LC-16870,Lena Cacioppo,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,292.1,2,0.0,58.42,39.04,High
41054,CA-2014-113705,28-03-2014,30-03-2014,Second Class,LC-16870,Lena Cacioppo,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,206.1,5,0.0,55.647,18.99,High
41055,CA-2014-113705,28-03-2014,30-03-2014,Second Class,LC-16870,Lena Cacioppo,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,4,0.0,8.1144,2.5,High
41056,CA-2013-146913,01-11-2013,06-11-2013,Standard Class,SF-20965,Sylvia Foulston,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,70.196,79.1,Medium
41057,CA-2014-159135,05-11-2014,09-11-2014,Standard Class,KM-16375,Katherine Murray,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.3,2,0.0,1.419,0.61,High
41058,CA-2011-121762,15-02-2011,19-02-2011,Standard Class,ML-17395,Marina Lichtenstein,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,3,0.0,86.3892,13.45,Medium
41059,CA-2011-121762,15-02-2011,19-02-2011,Standard Class,ML-17395,Marina Lichtenstein,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,0.0,22.9488,4.71,Medium
41060,CA-2011-121762,15-02-2011,19-02-2011,Standard Class,ML-17395,Marina Lichtenstein,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2,0.0,4.7724,20.08,Medium
41061,CA-2011-123855,18-06-2011,23-06-2011,Standard Class,MC-18100,Mick Crebagga,TEC-PH-10000215,Technology,Phones,Plantronics CordlessÊPhone HeadsetÊwith In-line Volume - M214C,139.8,5,0.2,12.2325,13.8,Medium
41062,CA-2014-101959,01-03-2014,07-03-2014,Standard Class,DB-13660,Duane Benoit,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,9.84,2,0.0,4.7232,0.7,Medium
41063,CA-2014-101959,01-03-2014,07-03-2014,Standard Class,DB-13660,Duane Benoit,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Rsum Paper, 24lb.",7.78,1,0.0,3.501,0.71,Medium
41064,CA-2014-102659,10-12-2014,16-12-2014,Standard Class,LW-17215,Luke Weiss,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,54.9,5,0.0,26.901,1.95,Medium
41065,CA-2014-142328,08-12-2014,15-12-2014,Standard Class,TC-21535,Tracy Collins,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6,0.0,25.02,3.05,Medium
41066,CA-2013-123533,25-11-2013,01-12-2013,Standard Class,SC-20050,Sample Company A,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,339.92,5,0.2,8.498,19.35,Medium
41067,CA-2013-123533,25-11-2013,01-12-2013,Standard Class,SC-20050,Sample Company A,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,10.528,4,0.2,3.4216,0.72,Medium
41068,CA-2013-123533,25-11-2013,01-12-2013,Standard Class,SC-20050,Sample Company A,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,42.384,2,0.2,4.2384,3.82,Medium
41069,CA-2013-104983,04-07-2013,04-07-2013,Same Day,FM-14215,Filia McAdams,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,123.92,5,0.2,38.725,24.22,High
41070,CA-2013-160234,27-06-2013,04-07-2013,Standard Class,PF-19225,Phillip Flathmann,TEC-PH-10004434,Technology,Phones,Cisco IPÊPhoneÊ7961G VoIPÊphoneÊ- Dark gray,135.95,1,0.0,39.4255,20.21,Low
41071,CA-2011-169019,26-07-2011,30-07-2011,Standard Class,LF-17185,Luke Foster,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,2177.584,8,0.8,-3701.8928,172.07,Medium
41072,CA-2011-169019,26-07-2011,30-07-2011,Standard Class,LF-17185,Luke Foster,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,17.496,3,0.6,-10.0602,1.12,Medium
41073,CA-2011-169019,26-07-2011,30-07-2011,Standard Class,LF-17185,Luke Foster,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,16.784,4,0.8,-26.8544,1.55,Medium
41074,CA-2011-169019,26-07-2011,30-07-2011,Standard Class,LF-17185,Luke Foster,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,431.136,9,0.2,-26.946,34.99,Medium
41075,CA-2011-169019,26-07-2011,30-07-2011,Standard Class,LF-17185,Luke Foster,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.88,5,0.8,-13.32,0.82,Medium
41076,CA-2011-169019,26-07-2011,30-07-2011,Standard Class,LF-17185,Luke Foster,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,4.836,2,0.8,-12.09,0.47,Medium
41077,CA-2013-153178,15-09-2013,19-09-2013,Standard Class,CL-12565,Clay Ludtke,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0.0,131.355,21.61,Medium
41078,CA-2013-153178,15-09-2013,19-09-2013,Standard Class,CL-12565,Clay Ludtke,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588,53.88,Medium
41079,CA-2012-149748,31-05-2012,02-06-2012,Second Class,EM-13825,Elizabeth Moffitt,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,274.8,5,0.0,134.652,42.95,High
41080,CA-2012-149748,31-05-2012,02-06-2012,Second Class,EM-13825,Elizabeth Moffitt,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.7886,11.58,High
41081,CA-2012-149748,31-05-2012,02-06-2012,Second Class,EM-13825,Elizabeth Moffitt,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,8.28,2,0.0,2.9808,0.91,High
41082,CA-2012-155635,09-05-2012,13-05-2012,Standard Class,ME-17725,Max Engle,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",48.81,3,0.0,23.9169,4.63,Medium
41083,US-2011-114377,05-11-2011,05-11-2011,Same Day,BG-11035,Barry Gonzalez,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",149.9,5,0.0,40.473,15.26,Medium
41084,CA-2014-144491,28-03-2014,02-04-2014,Standard Class,CJ-12010,Caroline Jumper,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1023.332,5,0.32,-30.098,155.64,High
41085,CA-2014-144491,28-03-2014,02-04-2014,Standard Class,CJ-12010,Caroline Jumper,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,43.19,High
41086,CA-2014-144491,28-03-2014,02-04-2014,Standard Class,CJ-12010,Caroline Jumper,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,39.992,1,0.2,6.9986,7.47,High
41087,CA-2014-144491,28-03-2014,02-04-2014,Standard Class,CJ-12010,Caroline Jumper,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",211.246,2,0.3,-66.3916,22.73,High
41088,CA-2011-127166,21-05-2011,23-05-2011,Second Class,KH-16360,Katherine Hughes,OFF-EN-10003134,Office Supplies,Envelopes,Staples,56.064,6,0.2,21.024,17.72,Critical
41089,CA-2011-127166,21-05-2011,23-05-2011,Second Class,KH-16360,Katherine Hughes,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,22.28,Critical
41090,CA-2011-127166,21-05-2011,23-05-2011,Second Class,KH-16360,Katherine Hughes,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Ó x 11Ó",4.832,1,0.2,1.6308,0.81,Critical
41091,CA-2011-127166,21-05-2011,23-05-2011,Second Class,KH-16360,Katherine Hughes,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,3,0.8,-31.008,4.52,Critical
41092,CA-2013-125920,22-05-2013,29-05-2013,Standard Class,SH-19975,Sally Hughsby,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,3,0.8,-5.8869,0.41,Low
41093,CA-2012-128608,12-01-2012,17-01-2012,Standard Class,CS-12490,Cindy Schnelling,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.368,2,0.2,1.5552,1.64,High
41094,CA-2012-128608,12-01-2012,17-01-2012,Standard Class,CS-12490,Cindy Schnelling,TEC-PH-10004977,Technology,Phones,GE 30524EE4,235.188,2,0.4,-43.1178,38.61,High
41095,CA-2012-128608,12-01-2012,17-01-2012,Standard Class,CS-12490,Cindy Schnelling,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,26.376,4,0.4,2.6376,3.72,High
41096,CA-2012-128608,12-01-2012,17-01-2012,Standard Class,CS-12490,Cindy Schnelling,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10.384,2,0.2,2.2066,0.31,High
41097,CA-2012-128608,12-01-2012,17-01-2012,Standard Class,CS-12490,Cindy Schnelling,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,107.118,3,0.4,-21.4236,14.1,High
41098,CA-2014-137918,30-09-2014,07-10-2014,Standard Class,JK-15730,Joe Kamberova,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",97.3,7,0.0,28.217,7.75,Medium
41099,CA-2012-122973,18-07-2012,20-07-2012,Second Class,PJ-19015,Pauline Johnson,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3.328,2,0.2,1.2064,0.15,High
41100,CA-2012-122973,18-07-2012,20-07-2012,Second Class,PJ-19015,Pauline Johnson,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -ÊheadsetÊ- Convertible, Monaural",135.99,1,0.0,36.7173,20.19,High
41101,CA-2012-122973,18-07-2012,20-07-2012,Second Class,PJ-19015,Pauline Johnson,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,1,0.0,2.1402,1.0,High
41102,CA-2013-136322,22-10-2013,27-10-2013,Standard Class,AP-10720,Anne Pryor,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",45.568,2,0.2,9.6832,1.75,Medium
41103,CA-2013-136322,22-10-2013,27-10-2013,Standard Class,AP-10720,Anne Pryor,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,28.752,8,0.7,-21.0848,1.2,Medium
41104,CA-2014-107209,28-07-2014,02-08-2014,Second Class,JW-15955,Joni Wasserman,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,19.75,Medium
41105,CA-2014-145093,22-07-2014,27-07-2014,Standard Class,PT-19090,Pete Takahito,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2.112,2,0.8,-3.3792,0.22,Medium
41106,US-2011-139640,07-11-2011,11-11-2011,Second Class,TB-21595,Troy Blackwell,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,25.92,5,0.2,9.072,4.61,High
41107,US-2011-139640,07-11-2011,11-11-2011,Second Class,TB-21595,Troy Blackwell,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,120.768,4,0.2,9.0576,11.83,High
41108,CA-2013-117583,28-11-2013,01-12-2013,First Class,CB-12025,Cassandra Brandow,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,25.92,4,0.0,12.4416,2.74,Medium
41109,CA-2013-117583,28-11-2013,01-12-2013,First Class,CB-12025,Cassandra Brandow,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,0.0,9.702,4.52,Medium
41110,CA-2013-117583,28-11-2013,01-12-2013,First Class,CB-12025,Cassandra Brandow,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,204.95,5,0.0,100.4255,28.01,Medium
41111,CA-2013-117583,28-11-2013,01-12-2013,First Class,CB-12025,Cassandra Brandow,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",79.95,5,0.0,38.376,0.14,Medium
41112,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,173.488,7,0.2,54.215,12.33,Medium
41113,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,516.96,4,0.2,-6.462,37.64,Medium
41114,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",173.208,7,0.2,45.4671,7.84,Medium
41115,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,OFF-AR-10003856,Office Supplies,Art,Newell 344,4.448,2,0.2,0.3336,0.33,Medium
41116,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,9.0,3,0.2,3.15,0.49,Medium
41117,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,42.24,10,0.2,13.2,2.87,Medium
41118,CA-2012-162201,08-06-2012,12-06-2012,Standard Class,AG-10495,Andrew Gjertsen,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.264,2,0.7,-13.3936,1.64,Medium
41119,US-2011-164406,15-08-2011,19-08-2011,Standard Class,BD-11605,Brian Dahlen,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3,0.0,42.8148,20.47,High
41120,US-2011-164406,15-08-2011,19-08-2011,Standard Class,BD-11605,Brian Dahlen,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,92.94,3,0.0,41.823,9.38,High
41121,US-2011-164406,15-08-2011,19-08-2011,Standard Class,BD-11605,Brian Dahlen,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,0.2,6.2496,1.76,High
41122,US-2011-164406,15-08-2011,19-08-2011,Standard Class,BD-11605,Brian Dahlen,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,46.44,3,0.2,15.093,5.57,High
41123,US-2011-164406,15-08-2011,19-08-2011,Standard Class,BD-11605,Brian Dahlen,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196,16.65,High
41124,CA-2014-169999,20-06-2014,27-06-2014,Standard Class,JS-15685,Jim Sink,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,11.25,Medium
41125,CA-2014-169999,20-06-2014,27-06-2014,Standard Class,JS-15685,Jim Sink,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,11.568,3,0.2,3.7596,0.32,Medium
41126,US-2014-152842,17-07-2014,24-07-2014,Standard Class,NF-18385,Natalie Fritzler,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",242.352,3,0.2,15.147,15.38,Medium
41127,CA-2011-113257,16-12-2011,18-12-2011,Second Class,SC-20305,Sean Christensen,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,319.968,4,0.2,95.9904,83.87,Critical
41128,CA-2011-113257,16-12-2011,18-12-2011,Second Class,SC-20305,Sean Christensen,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,8.624,7,0.6,-2.5872,3.01,Critical
41129,CA-2011-133963,18-05-2011,22-05-2011,Second Class,GA-14515,George Ashbrook,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3.984,1,0.2,1.4442,0.2,Medium
41130,CA-2014-130302,15-09-2014,20-09-2014,Standard Class,CY-12745,Craig Yedwab,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,895.944,7,0.2,190.3881,41.84,Medium
41131,CA-2013-126627,11-10-2013,13-10-2013,First Class,WB-21850,William Brown,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",14.0,4,0.6,-6.3,5.54,Critical
41132,CA-2013-126627,11-10-2013,13-10-2013,First Class,WB-21850,William Brown,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.392,2,0.8,-26.2272,3.8,Critical
41133,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",10.9,5,0.0,5.123,0.77,Medium
41134,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,0.0,14.8,1.64,Medium
41135,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,OFF-LA-10001771,Office Supplies,Labels,Avery 513,4.98,1,0.0,2.2908,0.32,Medium
41136,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,479.976,3,0.2,161.9919,30.67,Medium
41137,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",44.736,8,0.2,4.4736,2.69,Medium
41138,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.76,2,0.0,1.6704,0.32,Medium
41139,US-2013-125402,26-09-2013,02-10-2013,Standard Class,DL-12865,Dan Lawera,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",483.136,4,0.2,60.392,34.77,Medium
41140,CA-2011-163867,03-06-2011,06-06-2011,First Class,RE-19450,Richard Eichhorn,OFF-LA-10001771,Office Supplies,Labels,Avery 513,15.936,4,0.2,5.1792,0.17,High
41141,CA-2011-163867,03-06-2011,06-06-2011,First Class,RE-19450,Richard Eichhorn,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",61.544,7,0.6,-40.0036,11.34,High
41142,CA-2011-163867,03-06-2011,06-06-2011,First Class,RE-19450,Richard Eichhorn,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,132.696,3,0.2,9.9522,36.76,High
41143,CA-2014-169327,03-09-2014,05-09-2014,Second Class,MH-17290,Marc Harrigan,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0.0,11.206,3.94,High
41144,CA-2014-169327,03-09-2014,05-09-2014,Second Class,MH-17290,Marc Harrigan,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,511.5,5,0.0,132.99,36.72,High
41145,CA-2014-169327,03-09-2014,05-09-2014,Second Class,MH-17290,Marc Harrigan,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,46.225,19.9,High
41146,CA-2011-142979,12-04-2011,18-04-2011,Standard Class,EH-13765,Edward Hooks,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0.0,16.2688,4.53,Low
41147,CA-2013-158155,03-05-2013,07-05-2013,Standard Class,EH-13765,Edward Hooks,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0.0,4.0192,1.06,Medium
41148,CA-2013-158155,03-05-2013,07-05-2013,Standard Class,EH-13765,Edward Hooks,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,8.07,Medium
41149,CA-2013-158155,03-05-2013,07-05-2013,Standard Class,EH-13765,Edward Hooks,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,0.58,Medium
41150,CA-2013-158155,03-05-2013,07-05-2013,Standard Class,EH-13765,Edward Hooks,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",214.7,5,0.0,83.733,18.65,Medium
41151,CA-2014-138870,20-06-2014,24-06-2014,Standard Class,GA-14515,George Ashbrook,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",50.32,4,0.0,21.1344,2.14,Medium
41152,CA-2014-138870,20-06-2014,24-06-2014,Standard Class,GA-14515,George Ashbrook,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,24.56,2,0.0,11.5432,1.36,Medium
41153,CA-2011-120950,06-11-2011,11-11-2011,Standard Class,GA-14515,George Ashbrook,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",43.68,6,0.0,20.9664,2.45,Medium
41154,CA-2012-164301,26-03-2012,30-03-2012,Standard Class,EB-13840,Ellis Ballard,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3393.68,8,0.0,610.8624,240.06,Medium
41155,CA-2014-113278,15-01-2014,21-01-2014,Standard Class,HR-14770,Hallie Redmond,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0.0,17.524,4.87,Medium
41156,CA-2014-113278,15-01-2014,21-01-2014,Standard Class,HR-14770,Hallie Redmond,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,2.52,2,0.0,0.1008,0.18,Medium
