Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
30799,ID-2014-84206,05-12-2014,09-12-2014,Standard Class,MG-18205,Mitch Gastineau,OFF-PA-10000206,Office Supplies,Paper,"Green Bar Message Books, Recycled",28.44,2,0.4,-8.1,1.18,Medium
30800,ID-2014-84206,05-12-2014,09-12-2014,Standard Class,MG-18205,Mitch Gastineau,OFF-AR-10000179,Office Supplies,Art,"Sanford Canvas, Fluorescent",62.136,2,0.4,-9.324,3.31,Medium
30801,IN-2012-86411,26-04-2012,30-04-2012,Second Class,MK-18160,Mike Kennedy,FUR-CH-10001414,Furniture,Chairs,"Hon Chairmat, Red",111.06,2,0.0,27.72,6.74,Medium
30802,IN-2012-86411,26-04-2012,30-04-2012,Second Class,MK-18160,Mike Kennedy,OFF-SU-10003118,Office Supplies,Supplies,"Acme Shears, Easy Grip",206.16,4,0.0,20.52,20.19,Medium
30803,IN-2012-86411,26-04-2012,30-04-2012,Second Class,MK-18160,Mike Kennedy,TEC-AC-10000588,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",79.08,2,0.0,35.58,5.64,Medium
30804,IN-2012-86411,26-04-2012,30-04-2012,Second Class,MK-18160,Mike Kennedy,FUR-CH-10002045,Furniture,Chairs,"SAFCO Bag Chairs, Red",197.76,4,0.0,43.44,21.58,Medium
30805,ID-2014-80300,24-02-2014,25-02-2014,First Class,KE-16420,Katrina Edelman,OFF-EN-10003176,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",64.8,4,0.4,-6.48,29.04,Critical
30806,IN-2014-82449,21-01-2014,25-01-2014,Standard Class,DL-13315,Delfina Latchford,TEC-CO-10004343,Technology,Copiers,"HP Wireless Fax, Color",867.96,4,0.4,86.76,124.74,High
30807,IN-2012-82638,14-06-2012,18-06-2012,Standard Class,CK-12760,Cyma Kinney,OFF-ST-10002074,Office Supplies,Storage,"Tenex Box, Blue",16.5,1,0.0,0.48,1.99,High
30808,IN-2013-84087,26-06-2013,03-07-2013,Standard Class,NS-18640,Noel Staavos,OFF-AP-10000577,Office Supplies,Appliances,"Cuisinart Stove, Black",1075.44,2,0.0,290.34,141.29,Low
30809,IN-2013-84087,26-06-2013,03-07-2013,Standard Class,NS-18640,Noel Staavos,OFF-BI-10001858,Office Supplies,Binders,"Ibico Binding Machine, Durable",317.52,6,0.0,130.14,38.13,Low
30810,IN-2013-82477,20-11-2013,24-11-2013,Standard Class,RH-19510,Rick Huthwaite,OFF-AR-10001479,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",55.86,2,0.0,21.78,4.74,Medium
30811,IN-2012-82988,01-05-2012,06-05-2012,Second Class,DK-13090,Dave Kipp,OFF-LA-10004877,Office Supplies,Labels,"Hon Legal Exhibit Labels, 5000 Label Set",22.5,2,0.0,9.0,2.15,Medium
30812,IN-2013-86061,03-06-2013,05-06-2013,Second Class,AJ-10945,Ashley Jarboe,OFF-BI-10002775,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",6.45,1,0.0,0.69,0.8,Medium
30813,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,OFF-BI-10001397,Office Supplies,Binders,"Ibico Binder, Economy",30.96,2,0.0,7.74,4.4,High
30814,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,OFF-BI-10001885,Office Supplies,Binders,"Avery Binder Covers, Economy",22.14,2,0.0,9.06,2.34,High
30815,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,OFF-BI-10002524,Office Supplies,Binders,"Cardinal Index Tab, Durable",15.24,2,0.0,4.98,1.94,High
30816,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,OFF-ST-10001173,Office Supplies,Storage,"Eldon Trays, Industrial",48.45,1,0.0,0.0,6.53,High
30817,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,OFF-LA-10000818,Office Supplies,Labels,"Hon Round Labels, Alphabetical",25.92,4,0.0,12.6,4.41,High
30818,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,FUR-FU-10004031,Furniture,Furnishings,"Advantus Frame, Durable",216.3,2,0.0,45.42,29.58,High
30819,IN-2013-86285,16-11-2013,18-11-2013,Second Class,JH-15910,Jonathan Howell,FUR-CH-10004050,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",911.04,2,0.0,282.42,134.69,High
30820,IN-2012-80517,12-11-2012,15-11-2012,Second Class,DL-13495,Dionis Lloyd,TEC-PH-10001492,Technology,Phones,"Nokia Headset, VoIP",585.6,8,0.0,93.6,56.79,Medium
30821,IN-2012-83254,08-11-2012,13-11-2012,Standard Class,GD-14590,Giulietta Dortch,OFF-SU-10004589,Office Supplies,Supplies,"Elite Shears, Serrated",87.42,2,0.0,32.34,6.1,Medium
30822,IN-2012-83254,08-11-2012,13-11-2012,Standard Class,GD-14590,Giulietta Dortch,TEC-CO-10002465,Technology,Copiers,"HP Copy Machine, Color",967.56,4,0.0,474.0,66.67,Medium
30823,IN-2012-86208,12-12-2012,19-12-2012,Standard Class,MP-17965,Michael Paige,OFF-ST-10002028,Office Supplies,Storage,"Fellowes File Cart, Single Width",274.68,2,0.0,137.34,29.02,Medium
30824,IN-2014-84843,26-04-2014,30-04-2014,Standard Class,JG-15805,John Grady,FUR-CH-10002589,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",857.1,10,0.0,171.3,80.04,Medium
30825,IN-2014-84843,26-04-2014,30-04-2014,Standard Class,JG-15805,John Grady,TEC-AC-10004393,Technology,Accessories,"Belkin Flash Drive, Programmable",86.88,2,0.0,14.76,6.12,Medium
30826,IN-2014-84843,26-04-2014,30-04-2014,Standard Class,JG-15805,John Grady,TEC-CO-10003561,Technology,Copiers,"Sharp Copy Machine, Color",950.4,4,0.0,171.0,84.66,Medium
30827,IN-2014-84843,26-04-2014,30-04-2014,Standard Class,JG-15805,John Grady,OFF-PA-10004433,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",33.36,2,0.0,3.0,0.95,Medium
30828,ID-2014-83828,10-05-2014,17-05-2014,Standard Class,FO-14305,Frank Olsen,TEC-AC-10000218,Technology,Accessories,"SanDisk Numeric Keypad, USB",127.584,4,0.4,-23.496,9.33,Medium
30829,ID-2014-83828,10-05-2014,17-05-2014,Standard Class,FO-14305,Frank Olsen,OFF-ST-10000701,Office Supplies,Storage,"Rogers Shelving, Single Width",74.592,2,0.4,4.932,1.56,Medium
30830,ID-2014-83828,10-05-2014,17-05-2014,Standard Class,FO-14305,Frank Olsen,OFF-EN-10004684,Office Supplies,Envelopes,"GlobeWeis Mailers, with clear poly window",101.016,4,0.4,-33.744,7.68,Medium
30831,ID-2014-83828,10-05-2014,17-05-2014,Standard Class,FO-14305,Frank Olsen,OFF-ST-10000022,Office Supplies,Storage,"Eldon Folders, Industrial",20.952,2,0.4,-12.948,1.96,Medium
30832,ID-2013-84717,07-10-2013,09-10-2013,Second Class,PT-19090,Pete Takahito,TEC-MA-10004063,Technology,Machines,"Okidata Printer, Durable",967.032,6,0.4,-435.168,105.72,High
30833,ID-2014-83072,03-06-2014,10-06-2014,Standard Class,LT-17110,Liz Thompson,OFF-LA-10002974,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",31.968,6,0.4,-4.932,1.85,Medium
30834,IN-2014-85011,16-09-2014,20-09-2014,Second Class,MR-17545,Mathew Reese,FUR-CH-10002980,Furniture,Chairs,"Hon Executive Leather Armchair, Red",1837.56,4,0.0,275.52,240.32,Medium
30835,IN-2011-82358,14-03-2011,17-03-2011,First Class,DL-13330,Denise Leinenbach,OFF-FA-10000059,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",37.68,2,0.0,12.78,7.41,High
30836,ID-2011-86950,22-01-2011,23-01-2011,First Class,SS-20875,Sung Shariari,OFF-FA-10003816,Office Supplies,Fasteners,"Stockwell Staples, Metal",6.318,1,0.4,-3.912,1.77,Critical
30837,ID-2011-86950,22-01-2011,23-01-2011,First Class,SS-20875,Sung Shariari,OFF-AR-10000751,Office Supplies,Art,"Binney & Smith Highlighters, Blue",59.724,6,0.4,-33.876,27.43,Critical
30838,IN-2012-80370,11-07-2012,13-07-2012,First Class,JH-15430,Jennifer Halladay,TEC-MA-10001546,Technology,Machines,"Okidata Phone, Red",504.0,6,0.0,246.96,150.94,Critical
30839,IN-2012-80370,11-07-2012,13-07-2012,First Class,JH-15430,Jennifer Halladay,OFF-AP-10001891,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Black",76.08,2,0.0,12.12,15.81,Critical
30840,IN-2012-80370,11-07-2012,13-07-2012,First Class,JH-15430,Jennifer Halladay,FUR-BO-10000425,Furniture,Bookcases,"Bush Floating Shelf Set, Traditional",342.54,2,0.0,92.46,67.29,Critical
30841,IN-2012-85480,30-07-2012,01-08-2012,First Class,CS-12490,Cindy Schnelling,FUR-BO-10000021,Furniture,Bookcases,"Dania Corner Shelving, Metal",243.06,2,0.0,102.06,33.09,High
30842,IN-2012-85480,30-07-2012,01-08-2012,First Class,CS-12490,Cindy Schnelling,FUR-CH-10001919,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",195.78,2,0.0,76.32,62.82,High
30843,IN-2014-85242,24-10-2014,28-10-2014,Second Class,JW-16075,Julia West,OFF-PA-10001578,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",111.84,4,0.0,41.28,12.6,Medium
30844,IN-2014-85242,24-10-2014,28-10-2014,Second Class,JW-16075,Julia West,FUR-CH-10000527,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",3720.0,8,0.0,632.4,200.47,Medium
30845,ID-2011-85354,12-09-2011,16-09-2011,Second Class,AH-10075,Adam Hart,TEC-MA-10000742,Technology,Machines,"Konica Inkjet, White",745.416,4,0.4,-211.224,77.95,Medium
30846,ID-2011-85354,12-09-2011,16-09-2011,Second Class,AH-10075,Adam Hart,OFF-PA-10000824,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",35.856,2,0.4,-9.564,4.03,Medium
30847,ID-2012-83905,23-11-2012,28-11-2012,Standard Class,KH-16690,Kristen Hastings,OFF-SU-10000180,Office Supplies,Supplies,"Acme Shears, Serrated",111.888,4,0.4,-54.192,7.21,Medium
30848,ID-2011-81917,30-05-2011,01-06-2011,First Class,AF-10870,Art Ferguson,OFF-EN-10001044,Office Supplies,Envelopes,"Kraft Manila Envelope, Set of 50",31.788,2,0.4,-14.892,6.49,High
30849,IN-2012-83170,26-09-2012,30-09-2012,Second Class,MC-17425,Mark Cousins,OFF-SU-10000256,Office Supplies,Supplies,"Acme Scissors, Steel",49.68,2,0.0,6.9,7.86,High
30850,IN-2012-83170,26-09-2012,30-09-2012,Second Class,MC-17425,Mark Cousins,FUR-CH-10002316,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",369.72,6,0.0,140.4,52.96,High
30851,IN-2012-83170,26-09-2012,30-09-2012,Second Class,MC-17425,Mark Cousins,OFF-PA-10004673,Office Supplies,Paper,"Eaton Note Cards, Multicolor",61.44,2,0.0,15.36,11.69,High
30852,IN-2013-86740,24-08-2013,28-08-2013,Standard Class,CM-12655,Corinna Mitchell,FUR-CH-10000068,Furniture,Chairs,"SAFCO Rocking Chair, Black",132.48,1,0.0,5.28,21.18,High
30853,IN-2013-86740,24-08-2013,28-08-2013,Standard Class,CM-12655,Corinna Mitchell,FUR-FU-10004281,Furniture,Furnishings,"Eldon Light Bulb, Erganomic",95.28,4,0.0,39.0,8.19,High
30854,ID-2012-80832,01-05-2012,08-05-2012,Standard Class,JL-15850,John Lucas,OFF-FA-10003015,Office Supplies,Fasteners,"Accos Staples, Metal",13.284,2,0.4,-8.676,0.98,Medium
30855,ID-2014-81875,24-09-2014,27-09-2014,First Class,MD-17350,Maribeth Dona,FUR-CH-10002435,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",549.54,2,0.4,-338.94,18.22,Medium
30856,ID-2014-81875,24-09-2014,27-09-2014,First Class,MD-17350,Maribeth Dona,FUR-FU-10002019,Furniture,Furnishings,"Eldon Light Bulb, Durable",26.676,2,0.4,2.196,1.21,Medium
30857,IN-2011-85088,22-03-2011,25-03-2011,First Class,BM-11785,Bryan Mills,FUR-FU-10003326,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",58.17,1,0.0,15.69,20.53,Critical
30858,IN-2011-85088,22-03-2011,25-03-2011,First Class,BM-11785,Bryan Mills,TEC-PH-10000841,Technology,Phones,"Nokia Signal Booster, VoIP",273.18,2,0.0,46.44,64.1,Critical
30859,IN-2011-81301,10-11-2011,12-11-2011,First Class,BD-11635,Brian Derr,FUR-CH-10003341,Furniture,Chairs,"Office Star Chairmat, Red",131.64,2,0.0,64.5,26.5,High
30860,IN-2011-81301,10-11-2011,12-11-2011,First Class,BD-11635,Brian Derr,TEC-PH-10000412,Technology,Phones,"Cisco Office Telephone, Full Size",490.5,6,0.0,156.96,126.8,High
30861,ID-2014-81378,22-10-2014,22-10-2014,Same Day,EJ-14155,Eva Jacobs,TEC-MA-10001128,Technology,Machines,"StarTech Card Printer, White",194.292,2,0.4,-3.288,26.1,Medium
30862,IN-2013-81224,21-05-2013,23-05-2013,Second Class,DP-13165,David Philippe,FUR-CH-10001536,Furniture,Chairs,"Harbour Creations Chairmat, Red",144.0,2,0.0,67.68,37.11,Critical
30863,ID-2012-86229,01-08-2012,03-08-2012,First Class,JO-15280,Jas O'Carroll,OFF-LA-10004749,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",9.072,2,0.6,-10.668,0.17,Medium
30864,IN-2014-82939,13-02-2014,18-02-2014,Standard Class,ML-18040,Michelle Lonsdale,FUR-FU-10001935,Furniture,Furnishings,"Eldon Light Bulb, Black",50.4,2,0.0,4.02,3.64,Medium
30865,IN-2014-82939,13-02-2014,18-02-2014,Standard Class,ML-18040,Michelle Lonsdale,OFF-FA-10003450,Office Supplies,Fasteners,"Advantus Paper Clips, Metal",26.76,2,0.0,10.38,1.26,Medium
30866,IN-2014-82939,13-02-2014,18-02-2014,Standard Class,ML-18040,Michelle Lonsdale,OFF-FA-10004687,Office Supplies,Fasteners,"Advantus Thumb Tacks, Bulk Pack",27.18,2,0.0,4.86,2.13,Medium
30867,ID-2012-86943,01-12-2012,06-12-2012,Standard Class,VP-21730,Victor Preis,TEC-CO-10002062,Technology,Copiers,"Brother Personal Copier, Digital",513.108,6,0.4,-85.572,42.39,Medium
30868,IN-2013-80349,05-08-2013,10-08-2013,Standard Class,JJ-15445,Jennifer Jackson,OFF-BI-10000725,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",100.92,2,0.0,45.36,9.39,Medium
30869,IN-2013-80349,05-08-2013,10-08-2013,Standard Class,JJ-15445,Jennifer Jackson,FUR-CH-10001262,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",143.16,1,0.0,28.62,11.76,Medium
30870,ID-2014-83086,10-10-2014,14-10-2014,Standard Class,HA-14905,Helen Abelman,OFF-LA-10004166,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set",18.768,4,0.6,-7.992,2.3,High
30871,ID-2014-83086,10-10-2014,14-10-2014,Standard Class,HA-14905,Helen Abelman,OFF-BI-10004376,Office Supplies,Binders,"Ibico Index Tab, Economy",24.984,6,0.6,-8.856,4.27,High
30872,ID-2014-83086,10-10-2014,14-10-2014,Standard Class,HA-14905,Helen Abelman,OFF-ST-10000210,Office Supplies,Storage,"Tenex Lockers, Wire Frame",162.576,2,0.6,-65.064,22.57,High
30873,ID-2014-83086,10-10-2014,14-10-2014,Standard Class,HA-14905,Helen Abelman,OFF-EN-10003920,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",31.2,4,0.6,-32.04,2.81,High
30874,ID-2014-83086,10-10-2014,14-10-2014,Standard Class,HA-14905,Helen Abelman,TEC-AC-10002340,Technology,Accessories,"Logitech Router, Bluetooth",593.568,6,0.6,-875.592,75.98,High
30875,IN-2012-84451,29-11-2012,01-12-2012,Second Class,TT-21265,Tim Taslimi,FUR-CH-10002335,Furniture,Chairs,"Hon Bag Chairs, Set of Two",284.4,6,0.0,68.22,8.33,Medium
30876,IN-2012-84451,29-11-2012,01-12-2012,Second Class,TT-21265,Tim Taslimi,FUR-FU-10003546,Furniture,Furnishings,"Advantus Clock, Durable",96.84,2,0.0,31.92,6.74,Medium
30877,ID-2011-84444,29-12-2011,05-01-2012,Standard Class,HG-14965,Henry Goldwyn,OFF-LA-10004714,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",4.95,1,0.4,-3.24,0.5,Low
30878,ID-2011-84444,29-12-2011,05-01-2012,Standard Class,HG-14965,Henry Goldwyn,OFF-BI-10001815,Office Supplies,Binders,"Acco Index Tab, Economy",12.096,2,0.4,-1.224,2.03,Low
30879,IN-2014-85326,29-09-2014,02-10-2014,Second Class,KA-16525,Kelly Andreada,OFF-LA-10004916,Office Supplies,Labels,"Harbour Creations Shipping Labels, Laser Printer Compatible",68.76,6,0.0,26.1,6.55,High
30880,IN-2012-82981,13-08-2012,15-08-2012,First Class,LA-16780,Laura Armstrong,OFF-FA-10001213,Office Supplies,Fasteners,"Advantus Push Pins, 12 Pack",27.72,2,0.0,13.86,3.93,Critical
30881,ID-2014-86551,19-02-2014,23-02-2014,Standard Class,SC-20050,Sample Company A,TEC-AC-10002842,Technology,Accessories,"Belkin Memory Card, Bluetooth",137.772,2,0.4,-27.588,12.48,Medium
30882,IN-2011-85459,24-01-2011,30-01-2011,Standard Class,JM-15580,Jill Matthias,OFF-EN-10003770,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",420.42,14,0.0,147.0,20.03,Medium
30883,IN-2011-85459,24-01-2011,30-01-2011,Standard Class,JM-15580,Jill Matthias,FUR-FU-10000702,Furniture,Furnishings,"Tenex Frame, Black",219.96,2,0.0,8.76,16.92,Medium
30884,IN-2011-85459,24-01-2011,30-01-2011,Standard Class,JM-15580,Jill Matthias,OFF-AR-10000340,Office Supplies,Art,"Boston Pens, Water Color",139.2,8,0.0,65.28,11.94,Medium
30885,IN-2014-82176,23-12-2014,28-12-2014,Standard Class,AC-10450,Amy Cox,FUR-TA-10001558,Furniture,Tables,"Barricks Training Table, Rectangular",379.044,2,0.4,63.144,25.78,Medium
30886,IN-2014-82176,23-12-2014,28-12-2014,Standard Class,AC-10450,Amy Cox,OFF-FA-10001115,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes",71.82,10,0.4,-42.18,5.55,Medium
30887,ID-2011-84402,18-08-2011,19-08-2011,First Class,SH-20395,Shahid Hopkins,OFF-ST-10004577,Office Supplies,Storage,"Fellowes Lockers, Industrial",498.744,4,0.4,-232.776,81.94,Critical
30888,ID-2011-84402,18-08-2011,19-08-2011,First Class,SH-20395,Shahid Hopkins,OFF-EN-10003729,Office Supplies,Envelopes,"Kraft Manila Envelope, Recycled",60.696,4,0.4,-9.144,10.72,Critical
30889,IN-2013-86586,13-05-2013,20-05-2013,Standard Class,EA-14035,Erin Ashbrook,TEC-CO-10003924,Technology,Copiers,"Brother Ink, Digital",146.94,1,0.0,72.0,14.91,Medium
30890,ID-2013-83226,18-06-2013,24-06-2013,Standard Class,KB-16405,Katrina Bavinger,OFF-PA-10004918,Office Supplies,Paper,"SanDisk Message Books, Recycled",28.476,2,0.4,-4.764,1.93,Medium
30891,ID-2013-83226,18-06-2013,24-06-2013,Standard Class,KB-16405,Katrina Bavinger,OFF-LA-10001246,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",12.672,2,0.4,-4.248,1.03,Medium
30892,ID-2013-83226,18-06-2013,24-06-2013,Standard Class,KB-16405,Katrina Bavinger,OFF-AR-10002517,Office Supplies,Art,"BIC Highlighters, Blue",22.716,2,0.4,3.756,1.75,Medium
30893,ID-2013-83226,18-06-2013,24-06-2013,Standard Class,KB-16405,Katrina Bavinger,TEC-CO-10002538,Technology,Copiers,"Brother Fax and Copier, Color",231.516,2,0.4,-69.504,22.0,Medium
30894,IN-2012-81581,12-05-2012,16-05-2012,Standard Class,BW-11200,Ben Wallace,TEC-CO-10004078,Technology,Copiers,"HP Personal Copier, Laser",248.58,2,0.0,77.04,16.51,High
30895,IN-2012-81581,12-05-2012,16-05-2012,Standard Class,BW-11200,Ben Wallace,OFF-ST-10002538,Office Supplies,Storage,"Fellowes Shelving, Blue",57.84,1,0.0,16.17,10.68,High
30896,IN-2014-84353,16-12-2014,20-12-2014,Standard Class,JH-15985,Joseph Holt,FUR-FU-10000669,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",31.56,1,0.0,2.52,2.39,Medium
30897,IN-2011-81658,24-05-2011,27-05-2011,Second Class,HA-14920,Helen Andreada,OFF-PA-10001733,Office Supplies,Paper,"Xerox Memo Slips, Recycled",26.88,2,0.0,9.9,4.3,High
30898,IN-2011-81658,24-05-2011,27-05-2011,Second Class,HA-14920,Helen Andreada,OFF-LA-10003297,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",22.26,2,0.0,7.98,4.89,High
30899,IN-2011-81658,24-05-2011,27-05-2011,Second Class,HA-14920,Helen Andreada,OFF-SU-10004791,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",111.72,4,0.0,37.92,12.58,High
30900,IN-2011-85788,05-12-2011,09-12-2011,Standard Class,MJ-17740,Max Jones,TEC-MA-10000606,Technology,Machines,"Epson Phone, Wireless",809.7,10,0.0,372.3,67.75,Medium
30901,ID-2013-83975,11-10-2013,17-10-2013,Standard Class,RR-19315,Ralph Ritter,OFF-FA-10003015,Office Supplies,Fasteners,"Accos Staples, Metal",6.642,1,0.4,-4.338,0.52,Medium
30902,ID-2013-83975,11-10-2013,17-10-2013,Standard Class,RR-19315,Ralph Ritter,OFF-EN-10000094,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Security-Tint",29.304,1,0.4,-5.886,1.65,Medium
30903,ID-2014-82568,23-12-2014,27-12-2014,Standard Class,SS-20590,Sonia Sunley,TEC-AC-10003987,Technology,Accessories,"Logitech Numeric Keypad, Programmable",57.384,2,0.4,-21.096,5.95,Medium
30904,ID-2014-82568,23-12-2014,27-12-2014,Standard Class,SS-20590,Sonia Sunley,FUR-CH-10001220,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",178.2,4,0.4,-115.92,11.8,Medium
