Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
20539,ID-2012-31118,26-12-2012,28-12-2012,Second Class,TH-21550,Tracy Hopkins,OFF-AR-10002458,Office Supplies,Art,"Stanley Canvas, Easy-Erase",131.811,5,0.47,-24.939,20.57,High
20540,ID-2012-31118,26-12-2012,28-12-2012,Second Class,TH-21550,Tracy Hopkins,OFF-LA-10004894,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical",17.7921,3,0.47,-0.7479,2.06,High
20541,ID-2012-31118,26-12-2012,28-12-2012,Second Class,TH-21550,Tracy Hopkins,OFF-LA-10002992,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",20.9244,4,0.47,-18.1956,4.36,High
20542,ID-2012-31118,26-12-2012,28-12-2012,Second Class,TH-21550,Tracy Hopkins,FUR-TA-10002972,Furniture,Tables,"Barricks Computer Table, Fully Assembled",1854.9297,9,0.57,-1294.3503,225.02,High
20543,IN-2013-62835,17-04-2013,22-04-2013,Standard Class,MG-17680,Maureen Gastineau,TEC-AC-10003776,Technology,Accessories,"Belkin Flash Drive, Programmable",86.88,2,0.0,14.76,5.34,Medium
20544,ID-2012-21787,19-06-2012,24-06-2012,Standard Class,DR-12940,Daniel Raglin,OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent",11.1045,1,0.45,-6.4755,1.34,High
20545,ID-2012-21787,19-06-2012,24-06-2012,Standard Class,DR-12940,Daniel Raglin,OFF-ST-10002774,Office Supplies,Storage,"Rogers Lockers, Industrial",349.965,3,0.45,-280.035,35.37,High
20546,ID-2012-21787,19-06-2012,24-06-2012,Standard Class,DR-12940,Daniel Raglin,TEC-PH-10003348,Technology,Phones,"Cisco Speaker Phone, with Caller ID",103.86,1,0.25,22.14,12.93,High
20547,ID-2012-21787,19-06-2012,24-06-2012,Standard Class,DR-12940,Daniel Raglin,TEC-MA-10002226,Technology,Machines,"Epson Phone, Red",117.18,2,0.25,-17.22,22.04,High
20548,IN-2012-38713,21-09-2012,26-09-2012,Standard Class,SC-20770,Stewart Carmichael,TEC-AC-10004562,Technology,Accessories,"Enermax Flash Drive, Programmable",86.04,2,0.0,3.42,5.11,Medium
20549,IN-2012-38713,21-09-2012,26-09-2012,Standard Class,SC-20770,Stewart Carmichael,OFF-EN-10002757,Office Supplies,Envelopes,"Ames Interoffice Envelope, Security-Tint",95.04,2,0.0,13.26,5.15,Medium
20550,ID-2013-69114,01-05-2013,06-05-2013,Standard Class,KH-16690,Kristen Hastings,OFF-ST-10001755,Office Supplies,Storage,"Smead Lockers, Single Width",631.071,6,0.47,-23.949,24.39,Medium
20551,ID-2013-69114,01-05-2013,06-05-2013,Standard Class,KH-16690,Kristen Hastings,OFF-SU-10002306,Office Supplies,Supplies,"Elite Scissors, Steel",23.2458,2,0.47,-10.5342,1.54,Medium
20552,ID-2013-73069,17-09-2013,17-09-2013,Same Day,JF-15565,Jill Fjeld,OFF-PA-10001236,Office Supplies,Paper,"Enermax Message Books, Recycled",40.338,2,0.1,-1.842,2.69,Medium
20553,ID-2013-73069,17-09-2013,17-09-2013,Same Day,JF-15565,Jill Fjeld,FUR-BO-10002387,Furniture,Bookcases,"Safco Library with Doors, Metal",1751.625,5,0.1,38.925,125.67,Medium
20554,ID-2013-73069,17-09-2013,17-09-2013,Same Day,JF-15565,Jill Fjeld,TEC-PH-10003823,Technology,Phones,"Apple Headset, Full Size",201.285,3,0.1,64.845,28.09,Medium
20555,ID-2013-73069,17-09-2013,17-09-2013,Same Day,JF-15565,Jill Fjeld,OFF-BI-10003142,Office Supplies,Binders,"Acco Binder Covers, Clear",34.506,3,0.1,-3.834,4.77,Medium
20556,ID-2013-73069,17-09-2013,17-09-2013,Same Day,JF-15565,Jill Fjeld,OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",84.132,2,0.1,18.672,19.97,Medium
20557,IN-2014-57837,19-09-2014,21-09-2014,Second Class,CS-12130,Chad Sievert,FUR-BO-10001212,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",1586.412,4,0.1,17.532,307.98,High
20558,ID-2011-29368,05-11-2011,09-11-2011,Standard Class,SV-20365,Seth Vernon,OFF-SU-10000207,Office Supplies,Supplies,"Kleencut Box Cutter, High Speed",121.275,7,0.5,-63.105,10.09,High
20559,IN-2013-59867,11-09-2013,16-09-2013,Standard Class,EP-13915,Emily Phan,OFF-BI-10004181,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",109.32,4,0.0,12.0,11.4,Medium
20560,IN-2011-18098,08-07-2011,13-07-2011,Standard Class,CM-11830,Cari MacIntyre,OFF-AR-10004990,Office Supplies,Art,"Boston Highlighters, Blue",50.949,3,0.1,20.889,8.12,High
20561,ID-2013-49143,29-03-2013,02-04-2013,Standard Class,RO-19780,Rose O'Brian,FUR-FU-10000735,Furniture,Furnishings,"Tenex Frame, Erganomic",158.556,2,0.27,-26.064,2.9,Medium
20562,IN-2013-75897,20-12-2013,27-12-2013,Standard Class,TT-21460,Tonja Turnell,OFF-SU-10000216,Office Supplies,Supplies,"Stiletto Ruler, Steel",12.852,1,0.1,2.562,0.93,Medium
20563,IN-2011-43718,26-02-2011,28-02-2011,First Class,DF-13135,David Flashing,OFF-SU-10003863,Office Supplies,Supplies,"Kleencut Letter Opener, High Speed",79.38,3,0.0,25.38,28.91,Critical
20564,ID-2011-60882,02-02-2011,04-02-2011,Second Class,GD-14590,Giulietta Dortch,FUR-CH-10003950,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",334.3035,1,0.27,-109.9365,46.3,Medium
20565,ID-2011-60882,02-02-2011,04-02-2011,Second Class,GD-14590,Giulietta Dortch,OFF-LA-10000950,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",43.5024,6,0.47,-26.3376,1.78,Medium
20566,ID-2011-60882,02-02-2011,04-02-2011,Second Class,GD-14590,Giulietta Dortch,OFF-AR-10003554,Office Supplies,Art,"Stanley Canvas, Blue",104.8764,4,0.47,-47.5236,13.49,Medium
20567,IN-2014-10475,11-07-2014,14-07-2014,Second Class,TH-21100,Thea Hendricks,OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable",43.2,5,0.0,1.2,12.88,Critical
20568,IN-2014-36795,27-12-2014,29-12-2014,First Class,CV-12805,Cynthia Voltz,OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",179.88,4,0.0,84.48,27.91,High
20569,ID-2012-32350,24-12-2012,27-12-2012,First Class,LT-16765,Larry Tron,OFF-EN-10001157,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint",161.04,11,0.0,12.87,14.43,Medium
20570,ID-2012-32350,24-12-2012,27-12-2012,First Class,LT-16765,Larry Tron,TEC-AC-10004773,Technology,Accessories,"Memorex Flash Drive, Bluetooth",58.8,2,0.0,15.84,12.1,Medium
20571,ID-2014-13135,19-06-2014,25-06-2014,Standard Class,JL-15235,Janet Lee,OFF-LA-10001548,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",20.67,4,0.47,-8.97,1.44,Medium
20572,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,OFF-SU-10004008,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",71.28,3,0.0,35.64,6.94,Medium
20573,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,FUR-BO-10004529,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",840.15,5,0.0,100.8,62.77,Medium
20574,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,OFF-ST-10004830,Office Supplies,Storage,"Eldon Lockers, Blue",593.73,3,0.0,11.79,25.57,Medium
20575,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,FUR-BO-10004529,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",168.03,1,0.0,20.16,11.35,Medium
20576,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,TEC-MA-10004421,Technology,Machines,"Konica Inkjet, Wireless",2194.92,7,0.0,1031.52,142.99,Medium
20577,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,OFF-EN-10001789,Office Supplies,Envelopes,"Kraft Peel and Seal, Set of 50",102.45,5,0.0,8.1,5.42,Medium
20578,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,FUR-BO-10002736,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",1174.56,8,0.0,187.92,92.01,Medium
20579,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,TEC-CO-10000794,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",378.39,1,0.0,151.35,26.77,Medium
20580,IN-2014-45174,14-11-2014,18-11-2014,Standard Class,JL-15235,Janet Lee,OFF-LA-10004756,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",32.22,3,0.0,13.14,2.85,Medium
20581,IN-2011-23530,09-11-2011,11-11-2011,First Class,AS-10285,Alejandro Savely,TEC-PH-10004261,Technology,Phones,"Nokia Signal Booster, Full Size",275.58,2,0.0,77.16,83.73,Critical
20582,IN-2011-23530,09-11-2011,11-11-2011,First Class,AS-10285,Alejandro Savely,OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",183.75,7,0.0,64.26,34.12,Critical
20583,IN-2011-23530,09-11-2011,11-11-2011,First Class,AS-10285,Alejandro Savely,FUR-CH-10004694,Furniture,Chairs,"Office Star Rocking Chair, Black",969.36,7,0.0,348.81,330.01,Critical
20584,IN-2011-24055,26-10-2011,31-10-2011,Standard Class,TB-21520,Tracy Blumstein,OFF-AP-10003598,Office Supplies,Appliances,"Breville Refrigerator, Red",862.0878,2,0.17,114.2478,120.5,High
20585,IN-2014-21990,04-12-2014,06-12-2014,First Class,SM-20320,Sean Miller,FUR-CH-10004580,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",57.93,1,0.0,17.94,20.17,High
20586,IN-2011-10419,06-05-2011,12-05-2011,Standard Class,AS-10285,Alejandro Savely,TEC-AC-10003895,Technology,Accessories,"Enermax Mouse, Bluetooth",161.16,4,0.0,70.8,8.32,Medium
20587,IN-2011-10419,06-05-2011,12-05-2011,Standard Class,AS-10285,Alejandro Savely,TEC-MA-10000317,Technology,Machines,"StarTech Receipt Printer, Red",323.19,3,0.0,6.39,37.29,Medium
20588,IN-2011-10419,06-05-2011,12-05-2011,Standard Class,AS-10285,Alejandro Savely,OFF-BI-10003475,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",40.86,6,0.0,18.72,2.59,Medium
20589,IN-2011-10419,06-05-2011,12-05-2011,Standard Class,AS-10285,Alejandro Savely,TEC-PH-10003927,Technology,Phones,"Nokia Audio Dock, with Caller ID",166.74,1,0.0,63.36,11.06,Medium
20590,ID-2014-58418,31-12-2014,02-01-2015,First Class,JA-15970,Joseph Airdo,OFF-AR-10002389,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",39.6,3,0.0,6.66,5.22,High
20591,ID-2012-79810,26-09-2012,30-09-2012,Standard Class,DP-13105,Dave Poirier,OFF-FA-10000899,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",18.27,2,0.5,-0.03,1.44,Medium
20592,ID-2013-22025,09-10-2013,13-10-2013,Standard Class,TS-21655,Trudy Schmidt,TEC-CO-10000821,Technology,Copiers,"Canon Ink, High-Speed",675.8775,5,0.07,-43.6725,49.27,High
20593,IN-2014-23383,24-06-2014,26-06-2014,Second Class,EM-14065,Erin Mull,OFF-EN-10001976,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Security-Tint",146.52,3,0.0,40.95,16.63,High
20594,IN-2012-24027,08-08-2012,14-08-2012,Standard Class,RD-19585,Rob Dowd,TEC-AC-10001348,Technology,Accessories,"Logitech Router, Bluetooth",494.64,2,0.0,4.92,29.75,Medium
20595,IN-2012-24027,08-08-2012,14-08-2012,Standard Class,RD-19585,Rob Dowd,OFF-AP-10002371,Office Supplies,Appliances,"KitchenAid Blender, Silver",1285.05,13,0.0,552.24,100.48,Medium
20596,IN-2012-24027,08-08-2012,14-08-2012,Standard Class,RD-19585,Rob Dowd,TEC-CO-10000825,Technology,Copiers,"Brother Ink, Color",297.48,2,0.0,14.82,29.65,Medium
20597,ID-2013-70122,11-06-2013,15-06-2013,Standard Class,AD-10180,Alan Dominguez,FUR-TA-10001386,Furniture,Tables,"Lesro Conference Table, Fully Assembled",2276.4825,5,0.47,-472.5675,111.63,High
20598,ID-2013-70122,11-06-2013,15-06-2013,Standard Class,AD-10180,Alan Dominguez,OFF-BI-10003031,Office Supplies,Binders,"Acco Index Tab, Economy",25.0992,3,0.17,5.1192,3.15,High
20599,ID-2013-70122,11-06-2013,15-06-2013,Standard Class,AD-10180,Alan Dominguez,FUR-BO-10001461,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",548.9046,3,0.07,253.7946,61.93,High
20600,ID-2013-70122,11-06-2013,15-06-2013,Standard Class,AD-10180,Alan Dominguez,OFF-SU-10000885,Office Supplies,Supplies,"Elite Box Cutter, Steel",36.3474,2,0.47,-30.9126,4.85,High
20601,ID-2013-70122,11-06-2013,15-06-2013,Standard Class,AD-10180,Alan Dominguez,FUR-CH-10002061,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",3126.4002,9,0.27,-128.7198,455.71,High
20602,ID-2013-70122,11-06-2013,15-06-2013,Standard Class,AD-10180,Alan Dominguez,OFF-ST-10002834,Office Supplies,Storage,"Smead File Cart, Single Width",106.9704,1,0.17,5.1504,13.06,High
20603,IN-2012-60644,03-05-2012,08-05-2012,Standard Class,SM-20005,Sally Matthias,OFF-SU-10004846,Office Supplies,Supplies,"Acme Box Cutter, Serrated",62.1,2,0.1,12.42,11.32,High
20604,ID-2013-71487,22-08-2013,28-08-2013,Standard Class,HG-15025,Hunter Glantz,OFF-ST-10003837,Office Supplies,Storage,"Tenex Lockers, Single Width",408.36,4,0.5,-294.12,26.21,Medium
20605,ID-2013-13422,20-12-2013,23-12-2013,First Class,AG-10765,Anthony Garverick,FUR-TA-10004416,Furniture,Tables,"Bevis Wood Table, Adjustable Height",535.8,2,0.5,-96.48,187.63,Critical
20606,IN-2012-67931,15-05-2012,20-05-2012,Standard Class,JF-15190,Jamie Frazer,FUR-BO-10000203,Furniture,Bookcases,"Sauder Library with Doors, Metal",2438.667,7,0.1,867.027,126.56,Medium
20607,ID-2012-70843,05-09-2012,08-09-2012,Second Class,AB-10255,Alejandro Ballentine,FUR-TA-10000962,Furniture,Tables,"Hon Conference Table, Adjustable Height",794.3562,2,0.57,-609.6438,119.49,Medium
20608,ID-2012-70843,05-09-2012,08-09-2012,Second Class,AB-10255,Alejandro Ballentine,TEC-AC-10000866,Technology,Accessories,"Belkin Router, Erganomic",1223.7912,9,0.47,-692.9388,120.49,Medium
20609,IN-2014-61932,17-04-2014,17-04-2014,Same Day,HA-14920,Helen Andreada,OFF-ST-10000351,Office Supplies,Storage,"Smead Shelving, Wire Frame",192.0,4,0.0,1.92,43.1,Critical
20610,IN-2014-61932,17-04-2014,17-04-2014,Same Day,HA-14920,Helen Andreada,TEC-PH-10001457,Technology,Phones,"Apple Smart Phone, Full Size",1275.0,2,0.0,140.22,377.58,Critical
20611,IN-2014-61932,17-04-2014,17-04-2014,Same Day,HA-14920,Helen Andreada,FUR-FU-10004820,Furniture,Furnishings,"Advantus Photo Frame, Erganomic",103.2,2,0.0,44.34,23.96,Critical
20612,IN-2014-78725,02-10-2014,06-10-2014,Standard Class,NF-18385,Natalie Fritzler,TEC-PH-10001670,Technology,Phones,"Motorola Smart Phone, Full Size",2575.92,4,0.0,978.84,298.83,High
20613,ID-2011-61876,09-02-2011,15-02-2011,Standard Class,DR-12940,Daniel Raglin,FUR-TA-10004050,Furniture,Tables,"Lesro Coffee Table, Fully Assembled",202.776,4,0.8,-304.224,11.94,Medium
20614,ID-2011-61876,09-02-2011,15-02-2011,Standard Class,DR-12940,Daniel Raglin,OFF-ST-10003306,Office Supplies,Storage,"Eldon File Cart, Single Width",256.74,4,0.5,-205.5,13.62,Medium
20615,ID-2011-61876,09-02-2011,15-02-2011,Standard Class,DR-12940,Daniel Raglin,TEC-MA-10000684,Technology,Machines,"Okidata Calculator, White",25.35,1,0.5,-20.79,1.49,Medium
20616,ID-2011-61876,09-02-2011,15-02-2011,Standard Class,DR-12940,Daniel Raglin,OFF-BI-10002632,Office Supplies,Binders,"Acco Binding Machine, Recycled",25.725,1,0.5,-11.835,1.27,Medium
20617,ID-2012-59384,10-08-2012,16-08-2012,Standard Class,LP-17080,Liz Pelletier,OFF-PA-10003020,Office Supplies,Paper,"Xerox Message Books, Premium",21.5922,2,0.47,-13.4478,0.91,Medium
20618,ID-2012-59384,10-08-2012,16-08-2012,Standard Class,LP-17080,Liz Pelletier,OFF-ST-10003141,Office Supplies,Storage,"Fellowes Trays, Industrial",192.1284,4,0.17,4.5684,18.47,Medium
20619,ID-2012-59384,10-08-2012,16-08-2012,Standard Class,LP-17080,Liz Pelletier,FUR-CH-10002213,Furniture,Chairs,"Hon Executive Leather Armchair, Black",1001.1366,3,0.27,-233.2134,64.68,Medium
20620,IN-2014-54211,16-01-2014,20-01-2014,Standard Class,KB-16315,Karl Braun,OFF-BI-10004869,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",93.7236,4,0.17,34.9236,4.99,Medium
20621,IN-2014-54211,16-01-2014,20-01-2014,Standard Class,KB-16315,Karl Braun,OFF-AR-10000762,Office Supplies,Art,"BIC Pens, Water Color",50.9832,4,0.27,-1.4568,3.14,Medium
20622,IN-2012-11028,23-11-2012,28-11-2012,Standard Class,LC-16885,Lena Creighton,OFF-BI-10004868,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",18.09,3,0.0,0.54,1.44,Medium
20623,IN-2012-11028,23-11-2012,28-11-2012,Standard Class,LC-16885,Lena Creighton,OFF-AR-10002797,Office Supplies,Art,"Sanford Highlighters, Blue",47.25,3,0.0,14.13,1.35,Medium
20624,IN-2014-78991,27-11-2014,29-11-2014,Second Class,JF-15355,Jay Fein,OFF-BI-10003340,Office Supplies,Binders,"Acco Index Tab, Durable",26.82,3,0.0,6.12,4.54,High
20625,IN-2011-47533,26-05-2011,01-06-2011,Standard Class,BD-11770,Bryan Davis,OFF-SU-10001709,Office Supplies,Supplies,"Kleencut Scissors, High Speed",44.58,2,0.0,19.14,5.32,Low
20626,IN-2011-19330,08-01-2011,12-01-2011,Second Class,NF-18595,Nicole Fjeld,TEC-MA-10002468,Technology,Machines,"Panasonic Inkjet, White",2173.5,7,0.0,260.82,275.52,Medium
20627,ID-2012-33743,29-06-2012,06-07-2012,Standard Class,JF-15190,Jamie Frazer,FUR-FU-10003451,Furniture,Furnishings,"Eldon Frame, Black",84.8625,1,0.27,-22.0875,12.3,Low
20628,ID-2012-33743,29-06-2012,06-07-2012,Standard Class,JF-15190,Jamie Frazer,OFF-ST-10002066,Office Supplies,Storage,"Smead File Cart, Blue",529.0005,5,0.17,76.4505,60.44,Low
20629,ID-2011-45804,23-11-2011,28-11-2011,Standard Class,PG-18820,Patrick Gardner,OFF-SU-10003221,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",97.944,4,0.47,-75.816,3.18,Medium
20630,ID-2011-45804,23-11-2011,28-11-2011,Standard Class,PG-18820,Patrick Gardner,FUR-CH-10001138,Furniture,Chairs,"Office Star Swivel Stool, Black",250.4046,2,0.27,47.9646,19.08,Medium
20631,IN-2014-59650,03-11-2014,05-11-2014,First Class,AW-10930,Arthur Wiediger,OFF-BI-10002853,Office Supplies,Binders,"Avery Binder Covers, Recycled",22.86,2,0.0,10.74,4.16,High
20632,ID-2013-69534,22-10-2013,24-10-2013,Second Class,DB-13210,Dean Braden,FUR-CH-10000351,Furniture,Chairs,"Novimex Chairmat, Set of Two",70.308,2,0.4,-3.552,8.08,High
20633,ID-2013-69534,22-10-2013,24-10-2013,Second Class,DB-13210,Dean Braden,OFF-SU-10003515,Office Supplies,Supplies,"Acme Shears, Serrated",55.944,2,0.4,-27.096,5.64,High
20634,ID-2013-69534,22-10-2013,24-10-2013,Second Class,DB-13210,Dean Braden,FUR-CH-10003354,Furniture,Chairs,"Novimex Bag Chairs, Black",78.354,3,0.4,-50.976,7.97,High
20635,ID-2013-69534,22-10-2013,24-10-2013,Second Class,DB-13210,Dean Braden,OFF-BI-10002558,Office Supplies,Binders,"Cardinal Binder Covers, Economy",36.0,5,0.4,-18.0,1.97,High
20636,ID-2013-69534,22-10-2013,24-10-2013,Second Class,DB-13210,Dean Braden,TEC-CO-10003448,Technology,Copiers,"Canon Ink, Laser",264.87,3,0.4,26.46,21.48,High
20637,IN-2013-34835,04-06-2013,06-06-2013,First Class,VM-21685,Valerie Mitchum,OFF-LA-10000624,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",54.18,6,0.0,19.98,3.22,Medium
20638,IN-2013-38405,12-02-2013,17-02-2013,Standard Class,NM-18520,Neoma Murray,FUR-FU-10003658,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",56.97,3,0.0,5.04,5.16,Medium
20639,IN-2013-38405,12-02-2013,17-02-2013,Standard Class,NM-18520,Neoma Murray,OFF-BI-10000389,Office Supplies,Binders,"Ibico Binding Machine, Clear",407.04,8,0.0,0.0,17.16,Medium
20640,IN-2013-38405,12-02-2013,17-02-2013,Standard Class,NM-18520,Neoma Murray,OFF-BI-10004666,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",100.92,2,0.0,45.36,7.88,Medium
20641,IN-2013-38405,12-02-2013,17-02-2013,Standard Class,NM-18520,Neoma Murray,FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",1091.25,3,0.0,196.38,78.16,Medium
20642,IN-2013-41667,30-04-2013,04-05-2013,Standard Class,AG-10300,Aleksandra Gannaway,TEC-CO-10003496,Technology,Copiers,"Brother Wireless Fax, Digital",756.9,2,0.0,370.86,137.43,High
20643,IN-2013-41667,30-04-2013,04-05-2013,Standard Class,AG-10300,Aleksandra Gannaway,OFF-AP-10002128,Office Supplies,Appliances,"Breville Toaster, White",224.55,3,0.0,112.23,14.05,High
20644,ID-2014-37768,22-03-2014,24-03-2014,First Class,SG-20890,Susan Gilcrest,TEC-PH-10002570,Technology,Phones,"Samsung Headset, Full Size",260.715,7,0.5,-177.345,28.59,High
20645,ID-2011-50802,09-04-2011,09-04-2011,Same Day,CM-12715,Craig Molinari,OFF-ST-10000622,Office Supplies,Storage,"Rogers File Cart, Single Width",71.04,1,0.5,-59.7,13.63,High
